AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_2,Class
85844,1462.0930294113716,417.62420554411443,276.4228989885973,0.7490424000441123,0.9340204052329534,0.706975327899424,0.5279755835071187,0.7923571839041292,0.003245077333529388,1
108874,1381.600648814888,464.89366778676634,306.16612816120744,0.7520335819112681,0.9521989142705498,0.7582510007305387,0.7174167202335333,0.8010503021448014,0.0028,1
72969,2241.4726299929134,470.7820824384458,262.0694382760507,0.8301474338504504,0.7938123677639557,0.5977669406608752,0.19501782986498106,0.6475290788245776,0.0036300986883588656,1
87426,1854.3419109230301,451.39964349302426,262.3506251278063,0.8130779508053242,0.9270817517309325,0.6718219640259351,0.3223128850156948,0.739546492085138,0.0029720066103054057,1
98956,1946.2083976962629,430.59246284187066,316.59347539112053,0.676284572016881,0.8978732109355774,0.6998630685239715,0.3292694695632232,0.8246683540954847,0.0031864595841989583,1
77339,1162.5367467105943,439.9905129682113,224.57749846297347,0.8598846433501571,0.9839914887252008,0.7115791762530557,0.7223447929118925,0.7132298803498079,0.0029,1
90217,1192.384800830349,446.9572868323974,259.045429119823,0.8145922586815072,0.9845097894577626,0.7377447937271684,0.7982819034189489,0.7584425164554791,0.00285543540525114,1
72923,1222.71206825322,433.0166677558017,231.8381419613151,0.8446366332389329,0.9134025919712538,0.7297457856417157,0.629581482544215,0.7037948869408989,0.0031611720746234353,1
100349,1255.2148442607731,460.35837197534863,285.08034597276395,0.7851369195442771,0.9660698397128321,0.7529957197315605,0.8005009586016175,0.7764764005618501,0.0028,1
79289,2391.8292869494867,429.2579791041495,261.12548434078917,0.7899459750716413,0.8822956255170533,0.6804111590359571,0.17961693173725615,0.7414872342506672,0.0033256807031496528,1
93975,1277.9870270198537,476.9895845990143,252.8261089304691,0.8478503415168592,0.98293607487595,0.735853001739735,0.7262335815451186,0.7252192147689828,0.0027,1
93203,2059.102005994029,442.64998693440475,292.2868423511121,0.7508645849494243,0.9141635975749582,0.6616103392337342,0.27629415332557244,0.7787640595255467,0.003148430777907126,1
97735,1310.5208427349949,504.1707246373716,250.65610587710088,0.8674500297504361,0.968819465955627,0.7622455727199399,0.7151708755540538,0.6997873933200013,0.002602878697725951,1
111961,1315.8743593124675,480.332205091172,298.02147610715144,0.7840946198303685,0.9873857162248111,0.7703428377518894,0.8132795705724566,0.7860553733827926,0.0027,1
86347,1361.14079205261,435.26540038706696,256.883154534737,0.804773744779652,0.9565079947159565,0.7712222414797415,0.5856900396303263,0.7623660966990429,0.003018401056808701,1
94191,1649.7327462228207,467.72937081310073,260.2531916690841,0.8308331184417415,0.9659161849896784,0.7527506965685802,0.43537330910053407,0.7404713833071275,0.002795927119768103,1
96182,1845.2232761479254,450.0172478917597,283.422249640859,0.7767253751096209,0.9484284897845614,0.7310266664987863,0.3589404932924306,0.7776194871536595,0.002914453941598899,1
90926,1158.6431546922456,436.451405270528,268.2073040066548,0.7872530111955913,0.9916112211374879,0.7285673268249278,0.8520996841918163,0.7801613726825809,0.002959268428123995,1
94944,1228.0586746167617,472.7080556627478,257.35994643530455,0.8375762292604991,0.9878614689523375,0.7505271728635916,0.7928953752793234,0.7360885443754891,0.002694834765817465,1
97987,1276.0453278966486,492.5194572684841,255.6069887196401,0.8546063489620686,0.9813510086416852,0.7404980569946187,0.7562932053699962,0.7172132178700616,0.0026097834160651,1
91225,1753.355620742601,451.2817512293862,273.29789460160936,0.7956636435137033,0.9191257618732475,0.7054524394020563,0.37550701064154135,0.7553151672601984,0.003,1
88033,1180.2066884366052,431.9911682597912,268.89280494749045,0.7822836210428276,0.9528739337904214,0.7426848903335022,0.7942269318647364,0.7752780285297144,0.0030473471770780564,1
79594,1203.3317884503633,414.17835721807245,253.4533259196549,0.7903826570322555,0.9595582126671651,0.728431750789218,0.6909157072685376,0.7690327139841393,0.0032,1
80125,2113.6253097622543,431.5254274214839,283.5240981141948,0.7525999747708317,0.8420139945294253,0.6495873565888863,0.23126969113416268,0.7402319142718876,0.0035132296701524054,1
92496,1299.223218659863,463.9853174993627,258.2083227806756,0.8307765974481892,0.9647939059701045,0.704390097978207,0.6924356337511961,0.7396744675172703,0.0028,1
90159,1190.8085009203282,446.12075416595684,260.3224150744681,0.811861038274281,0.9760493072846166,0.747338961725719,0.8000156165302776,0.75960175699046,0.0029,1
91087,1204.3479845444615,456.7017647655809,256.7835840025076,0.8268968990483294,0.9762231347616162,0.7566211238104117,0.7906506606409732,0.7457234417451957,0.0028,1
83497,1318.5754116762507,439.90158120063353,249.8624434117365,0.8229049676775225,0.9336668563811097,0.7342749107631895,0.6036324941462573,0.7413030995889274,0.0030045304009772046,1
86527,1395.5256912778136,433.56811565021707,259.9127868974353,0.7753585977636075,0.9570390108029567,0.77131578022811,0.55959997490487,0.7725024165285658,0.0030247675687758825,1
99126,2108.062136154592,429.76323121425196,326.74376435439643,0.6486012509765685,0.8762359132547115,0.6469809103938503,0.28952561013856565,0.8266653377218569,0.003274828016857153,1
68574,1614.595842063456,420.4277988758965,245.46713699434585,0.8109753103970891,0.8722186309566613,0.654250353817025,0.4425306162065241,0.7030737889165039,0.0036018817551480525,1
68593,2058.14872501042,424.49123587729053,262.7884729893073,0.7854239503504128,0.8218887641644609,0.6236837359416111,0.20611271451487378,0.6965107900983684,0.0038569469523564966,1
94247,1394.6798407532895,469.6841870392155,261.20453787859896,0.8310880404474285,0.9585663296047632,0.7580012877792753,0.6394495795021009,0.7375795769366101,0.0028,1
84695,1361.211878597686,464.65682382036766,233.9330823041387,0.8639725098385361,0.9732777589948398,0.7220259409168159,0.5766403164945657,0.7067217754010613,0.0028,1
79763,1140.3987104200276,430.89106902907304,247.90911651431696,0.8178786637286836,0.9365308448773003,0.7238182661756523,0.7708249917561996,0.7395915737245242,0.003092943125259957,1
88924,2089.4834704992786,444.9647512338137,265.09628561561203,0.7988183480490796,0.9334634650981178,0.7027131189495217,0.2561510014253625,0.7571602784926257,0.003007274216538105,1
76295,2467.82040621322,471.0508450712602,268.09371960657614,0.8222500507008506,0.7868004387749545,0.6365202632649728,0.15751070592591784,0.6617728636951764,0.003494697737891676,1
71230,1324.4160728772697,352.57791638142567,267.9195298916613,0.6485116136128053,0.9400610064018697,0.7014518216328067,0.5360941309646287,0.8541334884871167,0.003775732674382039,1
103674,1561.1997643192458,430.5715809019969,312.18500837439365,0.6855096050315085,0.9532600062007943,0.7678694678019975,0.541859168945817,0.8446508430497529,0.002982069072427487,1
95700,1226.715598661025,465.92569493668003,265.30947151472867,0.8218886460164633,0.9755142384790185,0.7182772394619578,0.7994274366030901,0.749342505153181,0.0028,1
83817,2350.405226370604,450.6987454071566,298.450578692747,0.728429547215575,0.8214506260897326,0.6631724434694739,0.19108447040606089,0.7255382683576033,0.0035730130811728257,1
88398,2143.631206062303,451.0083467748961,282.8164473471824,0.7789771488791403,0.8778303860608729,0.6834321144780574,0.24172285112085978,0.743893964941807,0.0031643288218442356,1
82780,1307.9887554300435,415.1003385155218,265.98209123770937,0.7472765916781102,0.9455369205389995,0.7554627171956729,0.6130979240296023,0.7860589774211468,0.00322504826570509,1
83391,1193.2763572163544,470.95068940725224,232.41213372624563,0.8653836949577572,0.9605012492777327,0.7052234008176654,0.736239905805395,0.6939511922594678,0.002781753284273626,1
76794,1911.3774373636998,428.55220241659345,327.6306772026194,0.6364801357839274,0.7569319514258634,0.5921096320188892,0.2669997713606499,0.7299215391165653,0.004312197213164788,1
84928,2381.7209626657955,469.9053963675308,257.9736352383297,0.8358401220156688,0.8819662300310583,0.6536401937786808,0.1896529876222716,0.6999640498817853,0.003077220527560155,1
85978,1251.9513680421455,430.3023554358059,256.1996120376523,0.8031908385475229,0.9777018396517042,0.7471555311356792,0.6935330950633096,0.7689588558809356,0.003011642830852826,1
90295,1628.6224935055047,460.4357272992705,254.72655456561765,0.8329448725823388,0.9548637818544153,0.7410452572323316,0.42780575589148123,0.7364592417115096,0.0028094649358043934,1
77989,1351.6886769385953,456.69514737862903,249.0076358923229,0.837013826133202,0.8838595343654506,0.6661982401448908,0.5499432012870873,0.6916708825210213,0.0032,1
91109,1826.8703877432827,456.1619728433416,273.5678497360919,0.8001855786009857,0.9125404195131275,0.7131792411045971,0.343721758183362,0.7466664176272407,0.003,1
109765,1607.9039551635833,490.50677974991464,296.72753632615337,0.7961503165651511,0.9520922562039945,0.7539659490282372,0.5361934688185976,0.762228749833196,0.002710077800137743,1
109044,2166.2095749012233,452.5704689875824,330.0031458055285,0.6841589081114386,0.9273320773090252,0.735000440082167,0.29399256018744113,0.8232956955116191,0.0029963556348696903,1
98752,1226.6666189263312,484.4624766218443,261.3704030949247,0.8414689553581344,0.9914894603199116,0.7463978092319743,0.8247327678370647,0.7321004942792197,0.0026188885921511855,1
85491,1204.8077921114198,452.04346393752735,253.62803033887374,0.8106163812838126,0.9411545633612071,0.7316026003684349,0.7401964090520033,0.7367117270908491,0.0029584966132918215,1
96456,2607.9344922049095,462.40754626443527,296.73071881212957,0.7668338497338749,0.8920665512878574,0.6993313579853597,0.18171624283835422,0.758018062802558,0.003092881135153977,1
97741,1246.166286349505,470.3293425443959,266.2964473936003,0.8240630978998471,0.9847903362177417,0.7589449368071726,0.7930171052900058,0.7501842825201835,0.0027,1
83073,2006.9099733108915,442.62323127289056,248.4836086690574,0.8248714650207968,0.9287673129664542,0.7056567893327756,0.25943850500563614,0.7356293653900718,0.002962049875612218,1
90228,1239.5182807043564,479.5313901447431,240.407174109821,0.8651810358330911,0.9848489403887093,0.7304259457476296,0.7380966627624698,0.7067980887484108,0.0027023271935735825,1
92489,1388.4845248742156,455.3731897470267,262.8215249836022,0.8106356270947751,0.9625258851393638,0.6919277086291835,0.6099785394729729,0.7551946869948535,0.002874212606964426,1
109908,1255.2960397465124,469.34828642828694,299.89354548393226,0.7691884269909818,0.9894482659819788,0.7600050394594409,0.8769045596036714,0.7970262501982025,0.0027,1
82312,1313.3602603789982,445.8507536176676,245.983927504359,0.8340028275170323,0.9494747392428717,0.7258761258644618,0.602272870281254,0.7261886899318711,0.0029881835172378343,1
69779,1297.6907751103256,387.6447743826966,242.2474623240979,0.7627428289470404,0.9533322604578899,0.6998973174176921,0.6589309760059863,0.7705397216370136,0.0034729365511722648,1
88542,1228.7965695813743,451.7563130622663,256.2781482405111,0.8228411774288752,0.9607245080470621,0.7237553052075363,0.7377478879527591,0.7437174538784495,0.0029,1
80837,1192.26814173846,412.8549841834604,257.64780429573636,0.7806244217128256,0.9545157789443387,0.7474672387679359,0.7157737361566634,0.7772747620775049,0.0031754944027054107,1
79862,1120.6405188637027,433.64440253308237,235.36049788951294,0.8394853542432814,0.9877384360605765,0.7490151161296178,0.7991186731985022,0.735520617339197,0.002926492895619611,1
83164,1204.4477144134046,451.229163404287,238.5986178377211,0.8484748400032742,0.9652799079017227,0.7610382236357043,0.7237368161631573,0.721327407251763,0.0029,1
74655,1082.4083972593985,401.214699755918,239.6023796694125,0.7963018246752133,0.9791824907413746,0.7172145424575938,0.8016293112957795,0.7700832418653614,0.0032128138290285226,1
90557,1261.8519435734127,466.7651254454946,269.37362863352723,0.8167,0.9016230411461775,0.7143131577996243,0.7181855105029133,0.727741055439204,0.002982256045622028,1
90272,1165.246684919088,449.3188240322963,258.4921140073386,0.8177853893027305,0.9874019672052508,0.7597296106373065,0.8355081147216593,0.7546395492221054,0.0028249385248359142,1
96520,2103.1562876404555,443.8248317522132,293.0593298667389,0.7506496357361201,0.9289224204372899,0.7564910592410664,0.28522164781490406,0.7902393615799062,0.0030193165260732737,1
76074,2268.9841913819814,445.8742387125635,275.5809849882497,0.7860664264932166,0.8180478533065612,0.6307874277191512,0.18584754931555408,0.6979984800449647,0.0035990505142000674,1
79247,2346.2877771986055,442.6287703993899,264.7557279420571,0.796200637992793,0.8873546691486448,0.6723125418212869,0.18986176769114266,0.7185375719621501,0.0033349529292354295,1
91780,1333.942526535036,458.6904467898922,259.25226405647703,0.8249672470230612,0.9614109609635557,0.7582352684220331,0.6572346290663117,0.7452187620198352,0.0028,1
90185,1171.17537179111,437.7703120504544,264.4347512976636,0.7962683119493089,0.9821604446014234,0.7527808364683778,0.826270761117774,0.7743088395130723,0.0029223587039258004,1
98370,1266.2819212308968,477.2241869958286,263.4509171222978,0.8319016145344738,0.9865380980552904,0.7943834647720529,0.7722330112947959,0.7424145373229443,0.0026659196459746983,1
87244,1861.917845880416,422.8576939354948,275.91022904805317,0.7578336628142949,0.9235330437456802,0.7414649442813223,0.3164727672317024,0.7882043582330369,0.0032069242674396437,1
109253,1529.1500121595063,472.51343985386603,305.7335942717566,0.7606005127666082,0.95074971577642,0.7670763194692972,0.623709290668406,0.7895210137518325,0.0028283174496313975,1
98809,1290.2827107605028,482.7579342633051,264.0957976739161,0.8367769242305996,0.9779142030692494,0.7567653835338128,0.752801192650272,0.7348065080215753,0.002642899402737502,1
76510,1180.8900870571654,445.65647413693557,222.96782018496143,0.862216375365712,0.9737393729729438,0.6166033118295278,0.6894684669915637,0.7020029626936432,0.002899651572883401,1
73493,1107.8564738225807,426.82491753873376,226.45641497135526,0.8474227569480262,0.9621088586676214,0.6978345258430436,0.7545742760544408,0.7173871380272204,0.0030490914251830635,1
91322,1218.7266070127457,491.90539480778745,237.20944828387712,0.8749981908337487,0.9890646966624289,0.6629878060523648,0.7734147871555543,0.6937649257956372,0.0026206247737671864,1
68549,1103.6726649986592,411.33385094179306,224.3817113621865,0.8380645079041238,0.9389447396099326,0.6959566005864474,0.7088683404514048,0.7183306046022655,0.0032902552906679565,1
96010,1965.0858188040984,450.7141972535915,284.24446847996694,0.7760599795076509,0.9305678709948407,0.7187343582729198,0.3197872152396704,0.7757283628112184,0.002949474762755214,1
104886,1355.5242880604067,459.29988096706967,297.5537202207203,0.7616105368770067,0.9624863251146094,0.7705269988257224,0.7178464083682661,0.7957167727611487,0.0028,1
77828,1122.1078891919271,430.8158790734431,235.46556670318878,0.8358936588313551,0.9665118313564959,0.7350357420746408,0.7767718561570112,0.7312622568468928,0.0030640099202061226,1
76593,2247.290501012706,429.56461029739484,272.34119429054124,0.7699090943161212,0.8566702524593335,0.6156462956347281,0.192116356642627,0.7270104420462258,0.0035940290943534195,1
76815,1771.7756676669746,439.89601387048634,291.15482389866656,0.7199734238803762,0.8147324534427317,0.6215389494073404,0.32122907531240275,0.7119663488447349,0.0038161974818987556,1
76994,1946.2759831404132,450.4815890667354,224.43834033798157,0.8669302331385176,0.9255177245091267,0.6997250172587817,0.25540925733394676,0.6950335060592119,0.002904335060592119,1
102581,1211.8354629873288,466.91195655017924,281.07242365616014,0.7984018222739728,0.9910247408591286,0.7436361134644578,0.8791725736779106,0.7740967022010493,0.0027,1
87292,1883.3796790640304,426.3468450878064,273.30751397192796,0.7658834307741392,0.9263560091289201,0.7435248761151557,0.3097194855476599,0.7826435398844318,0.00317261399696416,1
84060,2215.353689536589,444.793288636181,266.95235093687415,0.7927160107589333,0.8897203199136348,0.674066688155565,0.21687122948963614,0.736554612346702,0.0031596568187952077,1
101612,1687.4677096287887,485.8440717977451,273.0547025474887,0.8266391703825191,0.9554426769765948,0.751594386526197,0.44961193411298506,0.7403975213179678,0.002709987606589839,1
89846,1192.1796097033568,449.0338263957695,256.25548619835274,0.821089071355124,0.9851136035620436,0.8031367572554765,0.7944245322069197,0.7532899572097759,0.002895060714693755,1
89171,1188.9493950476142,448.49268469502636,258.21401861159853,0.8167149863380603,0.9638706248447507,0.7728506347807068,0.7930226413072535,0.7516528254633178,0.0029146875776246573,1
84061,1200.5241296023553,438.5552950560402,246.53730994641032,0.8269402512006413,0.976602381480226,0.7111590555346616,0.7331344347985569,0.7460089767269812,0.00293681627878302,1
76259,1139.3834279818361,436.4549200947423,233.07878386289485,0.8411019894478239,0.9500718625219892,0.6352456289203008,0.7405492298900813,0.7152654449505311,0.003020621791208672,1
91405,1342.9416704701152,475.16287088985496,246.40654015914924,0.8536160103539644,0.9813759264630189,0.7114261796949087,0.6383516141956566,0.7186034381186769,0.002658642154339613,1
82880,1157.2047442962482,428.6122842111035,253.72314127317554,0.8053945914568643,0.9618892527240568,0.7276783386365753,0.7787953130847819,0.7583235198149828,0.0031,1
91174,1831.5124042926254,439.75239757047973,278.8968149483848,0.7727782609139585,0.9244824446317689,0.7066860213043324,0.34573120606931185,0.7748860213043325,0.0030672518456077037,1
96515,2140.5252443732,445.20051843659246,293.3311244359354,0.751847760352371,0.9261939639248278,0.7522595009373076,0.2775590962918816,0.7878540043893704,0.003024762547056232,1
77306,1136.221965899424,432.3412627366775,228.9644335120177,0.8453141126537725,0.9851122108442953,0.7418094724315639,0.7524825272022778,0.7268397823817776,0.0029625262868822454,1
93501,1660.4490264020387,461.10216588847084,271.52545394795214,0.8060893917240463,0.9341748687709153,0.7353142725081019,0.44178237560139866,0.7488608947604037,0.002942076371441089,1
90060,1625.1729484614389,449.8022799482312,259.12067636485165,0.8172794991495101,0.9591723114557319,0.7486071329665888,0.4289484887445168,0.752901606203173,0.0028908793896951306,1
98910,1565.40426649822,481.8683165245374,264.4470771690548,0.8358780219306633,0.9679147541161257,0.7855494420304703,0.5275214745496847,0.7364963114709686,0.0026505579695297416,1
113487,1288.5609603110754,508.1516303585778,286.5679914601728,0.8256929219924029,0.9927531917798419,0.7439864049042563,0.8591018830510463,0.748143763371579,0.0025,1
89513,1208.0447943244737,429.9787090013198,267.501302619282,0.7827780745701589,0.9784459893471202,0.7704879803466237,0.7722773125199601,0.7851813600886296,0.003,1
87085,1205.4577754912902,444.7355518800897,257.640728094759,0.8101219280796922,0.9576867592486357,0.7051322902672036,0.7531157352925837,0.7498502995810292,0.002976612200549351,1
86929,1185.5857672813195,456.7349779522745,245.15565485715484,0.8420286304379057,0.9768641105662123,0.769265880463439,0.7777398132879569,0.7290986608941616,0.00283368874517251,1
83455,1233.6719257630984,426.9596388047543,253.01221048741257,0.8044189469656822,0.9657766408167396,0.6794934320669533,0.6913545797288485,0.7640351969539846,0.0030649084987447923,1
100253,1356.4314722801357,434.9436525586599,300.99206264965255,0.7203024535632829,0.9612897093248498,0.7498555752919945,0.6866425554932938,0.8218793671849823,0.002976586596714479,1
90618,1174.1053926184818,465.0786367499952,249.57063726711164,0.8437552189466444,0.9876273740297298,0.7527439334564228,0.8268464604450048,0.7303878669128453,0.0027142991682052838,1
93634,1283.6526160926485,460.0368372689793,262.8075026847509,0.8206410764865101,0.9754319720791836,0.7713933786128535,0.7143934827109011,0.750588670262119,0.002823848936828253,1
81082,1500.662625175848,452.6092315342582,234.29979665490342,0.8510102009868566,0.9554798405214084,0.7299329519925608,0.45602916437601154,0.7120574450653009,0.0028854654189948785,1
72371,1079.0962307653604,406.31952479444226,230.47055682430133,0.8233494141144171,0.9720213881238833,0.7390966401541388,0.7955340239489848,0.7473090223215182,0.003189887732387721,1
71309,2102.3619746187933,435.35079816840425,301.0282857016556,0.7211741962124703,0.7367235034305231,0.5788425241738393,0.20289518763960143,0.6921774952856099,0.004232714555108002,1
79045,1995.6486219646913,456.38201581991234,246.49691406233546,0.8410168449414177,0.9084673295071473,0.6560538119252428,0.24940738334506038,0.6953252871477924,0.003129903086854088,1
86508,1174.5697167643193,440.4976726793818,256.90318305293454,0.8123671583796346,0.9575598820789981,0.7304423791999178,0.7879962635821802,0.7533945919082734,0.003,1
73107,1161.807,442.4074,217.7261,0.8705,0.9424,0.771,0.6806,0.6896,0.003,0
60955,999.789,386.9247,209.1255,0.8414,0.9465,0.7263,0.7663,0.72,0.0034,0
79537,1439.5129,466.7973,221.2136,0.8806,0.9437,0.7568,0.4823,0.6817,0.0028,0
96395,1352.674,515.873,246.5945,0.8784,0.9549,0.7428,0.662,0.6791,0.0026,0
74065,1380.55,405.4317,245.2286,0.7963,0.9041,0.7251,0.4883,0.7574,0.0033,0
77803,2034.995,455.4354,270.3713,0.8047,0.7967,0.6716,0.2361,0.6911,0.0035,0
83311,1208.881,473.0142,228.6437,0.8754,0.9687,0.7708,0.7164,0.6885,0.0027,0
75231,1118.512,436.2821,224.8806,0.8569,0.964,0.7559,0.7557,0.7094,0.003,0
80415,1933.293,472.1519,241.14,0.8597,0.872,0.6852,0.2704,0.6777,0.003,0
93962,1588.455,493.8718,249.8349,0.8626,0.9453,0.7502,0.468,0.7004,0.0027,0
67840,1009.393,390.6413,224.5408,0.8183,0.9889,0.7447,0.8367,0.7523,0.0033,0
88120,1266.137,462.0862,246.7303,0.8455,0.9753,0.7594,0.6908,0.7249,0.0028,0
80574,1205.184,447.1653,232.2778,0.8545,0.9749,0.728,0.6971,0.7163,0.0029,0
91449,1221.651,496.9003,236.5792,0.8794,0.9889,0.7481,0.77,0.6867,0.0026,0
83628,1838.771,492.9537,230.5179,0.8839,0.9257,0.7383,0.3108,0.6619,0.0028,0
70376,1108.043,425.9539,212.0494,0.8673,0.977,0.7189,0.7203,0.7028,0.003,0
68804,1261.615,403.3394,227.8688,0.8251,0.9297,0.6052,0.5432,0.7338,0.0033,0
90180,1188.213,452.9105,254.3419,0.8274,0.9865,0.7636,0.8027,0.7482,0.0028,0
80235,1178.358,469.1064,226.941,0.8752,0.9434,0.77,0.7261,0.6813,0.0028,0
71061,1052.917,419.1131,217.3003,0.8551,0.9906,0.7459,0.8055,0.7177,0.0031,0
61137,1517.489,392.1009,212.6747,0.8401,0.9021,0.692,0.3336,0.7116,0.0035,0
84809,1104.275,426.5841,254.8761,0.8019,0.9841,0.7634,0.874,0.7703,0.003,0
88907,1257.834,481.4239,243.481,0.8627,0.9425,0.7117,0.7062,0.6989,0.0027,0
63595,1369.751,423.6082,206.1729,0.8736,0.9024,0.7061,0.4259,0.6717,0.0032,0
48509,1020.717,439.9729,143.3477,0.9454,0.9792,0.7156,0.5851,0.5649,0.003,0
62031,1033.151,405.0654,201.6227,0.8673,0.961,0.7328,0.7303,0.6938,0.0033,0
72519,1069.9611,419.5137,224.9402,0.8441,0.9616,0.7489,0.796,0.7243,0.0031,0
74224,1190.895,459.7732,209.4521,0.8902,0.973,0.6639,0.6577,0.6686,0.0028,0
90941,1208.355,456.3026,257.1601,0.8261,0.9868,0.7675,0.7827,0.7457,0.0028,0
79331,1283.311,472.9826,221.2933,0.8838,0.9337,0.7292,0.6053,0.6719,0.0028,0
67297,1135.11,422.0551,206.534,0.8721,0.9607,0.7059,0.6563,0.6936,0.0031,0
65471,1888.229,401.476,215.7959,0.8433,0.91,0.7343,0.2308,0.7192,0.0033,0
63966,1790.7111,401.2134,230.7706,0.818,0.8537,0.6141,0.2507,0.7113,0.0036,0
63091,1058.692,412.6924,199.5693,0.8753,0.9611,0.762,0.7074,0.6868,0.0032,0
65410,1032.755,412.5824,205.1103,0.8677,0.9809,0.7523,0.7707,0.6995,0.0031,0
79041,1139.016,450.8814,229.113,0.8613,0.9732,0.718,0.7656,0.7036,0.0029,0
84256,1125.687,447.8203,241.5055,0.8421,0.9897,0.7618,0.8356,0.7314,0.0029,0
72426,1348.089,399.0111,241.9189,0.7952,0.9411,0.6248,0.5008,0.7611,0.0033,0
74171,1118.818,460.9333,205.6845,0.8949,0.9861,0.7823,0.7446,0.6667,0.0028,0
77937,1291.8571,432.2187,263.1985,0.7932,0.9005,0.6985,0.5868,0.7288,0.0034,0
76237,1136.353,465.164,211.6298,0.8905,0.9773,0.7604,0.7419,0.6698,0.0028,0
77868,1407.272,462.8822,217.3443,0.8829,0.9556,0.7131,0.4941,0.6802,0.0028,0
72061,1577.652,415.266,241.8876,0.8128,0.9136,0.6954,0.3638,0.7294,0.0034,0
76747,1501.296,465.9387,217.7751,0.8841,0.9122,0.6531,0.4279,0.6709,0.0028,0
73197,1383.817,432.2907,226.5098,0.8517,0.9269,0.6413,0.4803,0.7062,0.0031,0
70277,1687.6949,442.1714,215.5658,0.8731,0.8931,0.6998,0.3101,0.6765,0.0031,0
96045,1219.256,490.9517,249.5563,0.8612,0.9919,0.7379,0.8119,0.7123,0.0026,0
71775,1701.833,414.836,244.1757,0.8084,0.9018,0.616,0.3114,0.7287,0.0034,0
91090,1241.655,482.3434,244.1972,0.8624,0.9797,0.7762,0.7425,0.706,0.0027,0
89367,1268.267,507.3129,226.3676,0.8949,0.9856,0.7587,0.6982,0.6649,0.0025,0
67543,1130.658,451.7998,193.119,0.904,0.9568,0.7381,0.6639,0.6491,0.0029,0
74839,1133.668,450.0267,218.2663,0.8745,0.965,0.6936,0.7318,0.6859,0.0029,0
60287,1164.455,393.705,205.3679,0.8532,0.9185,0.6886,0.5587,0.7037,0.0034,0
62370,1025.717,403.4766,204.039,0.8627,0.9454,0.68,0.745,0.6984,0.0033,0
60519,1036.614,417.9505,187.7278,0.8934,0.9837,0.746,0.7077,0.6642,0.0031,0
63072,1943.854,396.6056,225.1856,0.8232,0.8874,0.7047,0.2098,0.7145,0.0036,0
60614,1119.3719,390.418,210.0969,0.8429,0.9428,0.681,0.6079,0.7116,0.0035,0
69661,2078.5439,444.0122,224.1117,0.8633,0.8698,0.6746,0.2026,0.6707,0.0032,0
72035,1285.006,422.0994,234.5674,0.8314,0.9221,0.7055,0.5482,0.7175,0.0033,0
79408,2382.7271,467.5201,258.8673,0.8327,0.8612,0.6831,0.1758,0.6801,0.0033,0
68290,1236.179,439.6265,200.1081,0.8904,0.9673,0.7652,0.5616,0.6707,0.0029,0
72671,1183.064,445.4609,212.2045,0.8792,0.9734,0.7243,0.6525,0.6829,0.0029,0
73946,1306.459,455.3872,209.0019,0.8885,0.9596,0.744,0.5444,0.6738,0.0028,0
77119,1135.411,473.295,209.4061,0.8968,0.991,0.7429,0.7517,0.6621,0.0027,0
79982,1218.16,468.519,220.3987,0.8824,0.9689,0.6927,0.6773,0.6811,0.0028,0
83517,1281.6591,462.5503,234.7448,0.8617,0.9644,0.7578,0.6389,0.705,0.0028,0
76258,2243.6179,465.1225,253.6346,0.8382,0.7976,0.6227,0.1904,0.6699,0.0033,0
77225,1909.5909,443.3553,256.3559,0.8159,0.8581,0.6479,0.2661,0.7073,0.0033,0
85969,2345.6279,421.6958,291.1149,0.7235,0.8702,0.7033,0.1964,0.7846,0.0034,0
82148,1233.542,485.0299,220.6042,0.8906,0.9609,0.7492,0.6784,0.6668,0.0027,0
81306,1353.421,466.4728,227.3004,0.8732,0.9434,0.7521,0.5578,0.6897,0.0028,0
76212,1184.293,457.3364,219.2388,0.8776,0.9665,0.7664,0.6828,0.6811,0.0029,0
82130,1169.217,466.5165,230.6381,0.8692,0.9712,0.778,0.755,0.6932,0.0028,0
79538,1222.442,465.5429,225.9824,0.8743,0.9577,0.7045,0.6688,0.6836,0.0028,0
69281,1858.311,429.6525,220.8217,0.8578,0.8981,0.7029,0.2521,0.6913,0.0032,0
80428,1528.296,464.1943,224.5781,0.8752,0.9721,0.7409,0.4327,0.6894,0.0028,0
62840,1197.223,379.452,218.2999,0.8179,0.9736,0.7358,0.5509,0.7454,0.0035,0
62040,1254.078,387.2148,233.2208,0.7983,0.863,0.6587,0.4957,0.7258,0.0038,0
93340,1290.415,511.8364,235.6817,0.8877,0.971,0.7512,0.7044,0.6735,0.0025,0
72353,1711.048,425.3286,243.441,0.82,0.8778,0.6734,0.3106,0.7136,0.0034,0
80745,1522.308,455.2902,232.7997,0.8594,0.9313,0.7131,0.4378,0.7042,0.0029,0
71304,1732.4041,417.6022,239.2083,0.8197,0.8708,0.679,0.2986,0.7215,0.0034,0
75669,1436.559,415.8894,239.3196,0.8178,0.9406,0.7388,0.4608,0.7463,0.0032,0
60808,1542.349,385.1817,218.3363,0.8238,0.9125,0.7139,0.3212,0.7224,0.0036,0
81164,1222.931,442.9454,242.1429,0.8374,0.9392,0.7543,0.682,0.7257,0.003,0
